<p class="cnnBodyText"><br/>
###START
Name: WOLF BLITZER ( CNN ANCHOR) ; Gender: male ; Race:  caucasian ; Dialogue:   Ivan Watson, with that report thanks very much.  That's it for me.  Erin Burnett "OutFront" starts right now.
Name: CORTES ; Gender: female ; Race:  african,caucasian ; Dialogue:   I didn't say he's not newsworthy.  I just -- I'm not sure that he was ready to be on-air.  But more important --
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   OK, that's not the point, though.
(CROSSTALK)
Name: CORTES ; Gender: female ; Race:  african,caucasian ; Dialogue:   Well, here's why I think mainstream media rushed to put him on, because they thought that he was going to give them incriminating evidence on Donald Trump, and in fact, we found out the opposite.  We found out number one, and he said it repeatedly, he, quote, hates Donald Trump, and he said that emphatically.  He hates Donald Trump.
Number two, he was fired 15 months before the election.  So, whatever problems he has personally, professionally, those were identified very early by the Trump campaign.  He was not relevant to the Trump campaign.  
I think, number three, all of his assertions about what did or didn't go on with Russian collusion and he admitted as much --  
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Yes.
Name: CORTES ; Gender: female ; Race:  african,caucasian ; Dialogue:   -- are pure speculation.  He has no direct knowledge of any of that.
So I think this is, unfortunately, Erin, emblematic of the continual efforts of the mainstream media to try to discredit the election of 2016 --  
(CROSSTALK)
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   So, what I would say, Steve, Joan, and let me put this question to Joan, he's a guy who worked for Donald Trump from 2011 to 2015, I believe he said three or four and a half years.  It's a long time.  It's a person he would know very well.  So I think you're wrong in that point, Steve.
Joan, also though, he said that in 2011, the president was getting ready to run, thinking of running.
Name: WALSH ; Gender: male ; Race:  caucasian ; Dialogue:   Right.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Which, by the way, for everybody, that's very newsworthy because when the president was thinking about running is hugely important to the Mueller investigation and into the financial investigations going on around that.
Name: WALSH ; Gender: male ; Race:  caucasian ; Dialogue:   He confirmed that.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Sam Nunberg is an important guy.  Whether he is being fully coherent and being reasonable with what he's saying now --  
Name: WALSH ; Gender: male ; Race:  caucasian ; Dialogue:   Right.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   He's almost a separate point, but he's important here.  Bob Mueller thinks that he's important enough to appear in front of the grand jury.
Name: WALSH ; Gender: male ; Race:  caucasian ; Dialogue:   He's a newsmaker.  He's been subpoenaed in this investigation, Erin, and he's now claiming that he's going to defy that subpoena, although by the end of your conversation, I almost had a feeling like he was maybe going to that -- you know, comply with part of it.  
So, I really argue with Steve.  This is incredibly newsworthy.  This man did seem to unravel before our eyes.  The one thing that I thought was interesting was he seems absolutely convinced that Russia got the emails and that gave him to WikiLeaks.  How he knows that I don't know, but he wants to keep Roger Stone out of the middle of that, which is very, very interesting because lots of people think Stone did play a role there.
But, you know, a lot of others speculation about Trump knowing about Trump Tower, let me finish, I'm going to say something that you'll probably like, his speculation about Trump knowing about the Trump Tower meeting with his son and Manafort and Jared Kushner, he would have no way of knowing that quite honestly.  So, he was volunteering a lot of information that I don't think he was in a position to know.  
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Steve, final word, since Joan had the first.
Name: CORTES ; Gender: female ; Race:  african,caucasian ; Dialogue:  Well, not remotely in a position.  You know, he was fired in 2015.  He was fired well before the primary.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   Two months into a formal campaign.
Name: CORTES ; Gender: female ; Race:  african,caucasian ; Dialogue:   Of 2016.  So the idea that he knows what Donald Trump was thinking or what he knew is ludicrous and I think again, what's going on here -- let's be honest -- the left continues to get lost, to get mired in fascination about supposed controversies and conspiracies of foreign nationals in 2016 rather than the American people of Wisconsin and Michigan and Ohio electing Donald Trump.
Name: BURNETT ; Gender: male ; Race:  caucasian ; Dialogue:   We will leave it there because we're out of time in our show.  I will say that the people around the president who were involved in helping him get ready to run and ready and running itself is hugely important to this country, the quality of people and who he would pick to be around him.
Thank you both and thank you all for joining us.
Anderson's show starts now.
###END
</p>
